"accession" "Gene.Name" "Protein.Name" "Organism.Source" "Taxonomy" "Gene.Name.description" "Pe" "SV"
"ACTN3" "Q0III9" "ACTN3" "Alpha-actinin-3" "Bos taurus" "9913" "ACTN3" "2" "1"
"KRT72" "Q148H8" "KRT72" "Keratin. type II cytoskeletal 72" "Bos taurus" "9913" "KRT72" "2" "1"
"P0DMV8" "P0DMV8" "P0DMV8" "Heat shock 70 kDa protein 1A" "Homo sapiens" "9606" "HSPA1A" "1" "1"
"TCN2" "Q9XSC9" "TCN2" "Transcobalamin-2" "Bos taurus" "9913" "TCN2" "1" "1"
"TAGLN3" "Q3ZBY2" "TAGLN3" "Transgelin-3" "Bos taurus" "9913" "TAGLN3" "2" "1"
"AZGP1" "P25311" "AZGP1" "Zinc-alpha-2-glycoprotein" "Homo sapiens" "9606" "AZGP1" "1" "2"
"KRT8" "P05787" "KRT8" "Keratin. type II cytoskeletal 8" "Homo sapiens" "9606" "KRT8" "1" "7"
"IDH1" "Q9XSG3" "IDH1" "Isocitrate dehydrogenase [NADP] cytoplasmic" "Bos taurus" "9913" "IDH1" "2" "1"
"PIP" "P12273" "PIP" "Prolactin-inducible protein" "Homo sapiens" "9606" "PIP" "1" "1"
"SLC2A3" "P58352" "SLC2A3" "Solute carrier family 2. facilitated glucose transporter member 3" "Bos taurus" "9913" "SLC2A3" "2" "1"
"ITIH2" "P56651" "ITIH2" "Inter-alpha-trypsin inhibitor heavy chain H2 (Fragment)" "Bos taurus" "9913" "ITIH2" "1" "1"
"P01008" "P01008" "P01008" "Antithrombin-III" "Homo sapiens" "9606" "SeRPINC1" "1" "1"
"P07996" "P07996" "P07996" "Thrombospondin-1" "Homo sapiens" "9606" "THBS1" "1" "2"
"O95678" "O95678" "O95678" "Keratin. type II cytoskeletal 75" "Homo sapiens" "9606" "KRT75" "1" "2"
"RPS4X" "P62701" "RPS4X" "Small ribosomal subunit protein eS4. X isoform" "Homo sapiens" "9606" "RPS4X" "1" "2"
"P00558" "P00558" "P00558" "Phosphoglycerate kinase 1" "Homo sapiens" "9606" "PGK1" "1" "3"
"MYH10" "Q27991" "MYH10" "Myosin-10" "Bos taurus" "9913" "MYH10" "2" "2"
"Q5XKe5" "Q5XKe5" "Q5XKe5" "Keratin. type II cytoskeletal 79" "Homo sapiens" "9606" "KRT79" "1" "2"
"BPNT2" "Q2KJ53" "BPNT2" "Golgi-resident adenosine 3'.5'-bisphosphate 3'-phosphatase" "Bos taurus" "9913" "BPNT2" "2" "1"
"YWHAB" "P68250" "YWHAB" "14-3-3 protein beta/alpha" "Bos taurus" "9913" "YWHAB" "1" "2"
"Q86Y46" "Q86Y46" "Q86Y46" "Keratin. type II cytoskeletal 73" "Homo sapiens" "9606" "KRT73" "1" "1"
"UBB" "P0CG47" "UBB" "Polyubiquitin-B" "Homo sapiens" "9606" "UBB" "1" "1"
"LOX" "P33072" "LOX" "Protein-lysine 6-oxidase" "Bos taurus" "9913" "LOX" "1" "3"
"Q14CN4" "Q14CN4" "Q14CN4" "Keratin. type II cytoskeletal 72" "Homo sapiens" "9606" "KRT72" "1" "2"
"YWHAQ" "Q3SZI4" "YWHAQ" "14-3-3 protein theta" "Bos taurus" "9913" "YWHAQ" "1" "1"
"eeF2" "Q3SYU2" "eeF2" "elongation factor 2" "Bos taurus" "9913" "eeF2" "2" "3"
"P02788" "P02788" "P02788" "Lactotransferrin" "Homo sapiens" "9606" "LTF" "1" "6"
"DSG1" "Q03763" "DSG1" "Desmoglein-1" "Bos taurus" "9913" "DSG1" "1" "1"
"FNTA" "P29702" "FNTA" "Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha" "Bos taurus" "9913" "FNTA" "2" "2"
"SeRPINB12" "Q96P63" "SeRPINB12" "Serpin B12" "Homo sapiens" "9606" "SeRPINB12" "1" "1"
"eHD3" "Q9NZN3" "eHD3" "eH domain-containing protein 3" "Homo sapiens" "9606" "eHD3" "1" "2"
"HSPA1L" "P0CB32" "HSPA1L" "Heat shock 70 kDa protein 1-like" "Bos taurus" "9913" "HSPA1L" "3" "1"
"KPRP" "Q5T749" "KPRP" "Keratinocyte proline-rich protein" "Homo sapiens" "9606" "KPRP" "1" "1"
"KRT10" "P06394" "KRT10" "Keratin. type I cytoskeletal 10" "Bos taurus" "9913" "KRT10" "3" "1"
"GMFG" "Q56JZ9" "GMFG" "Glia maturation factor gamma" "Bos taurus" "9913" "GMFG" "2" "1"
"KRT27" "Q0P5J6" "KRT27" "Keratin. type I cytoskeletal 27" "Bos taurus" "9913" "KRT27" "2" "1"
"B4GAT1" "Q5eA01" "B4GAT1" "Beta-1.4-glucuronyltransferase 1" "Bos taurus" "9913" "B4GAT1" "2" "2"
"CTSD" "P07339" "CTSD" "Cathepsin D" "Homo sapiens" "9606" "CTSD" "1" "1"
"SeRPINB3" "P29508" "SeRPINB3" "Serpin B3" "Homo sapiens" "9606" "SeRPINB3" "1" "2"
"PSMB2" "Q5e9K0" "PSMB2" "Proteasome subunit beta type-2" "Bos taurus" "9913" "PSMB2" "1" "1"
"CLTC" "P49951" "CLTC" "Clathrin heavy chain 1" "Bos taurus" "9913" "CLTC" "1" "1"
"PKP1" "Q28161" "PKP1" "Plakophilin-1" "Bos taurus" "9913" "PKP1" "2" "1"
"KRT83" "A4FUZ0" "KRT83" "Keratin. type II cuticular Hb3" "Bos taurus" "9913" "KRT83" "2" "1"
"eIF5A" "Q6eWQ7" "eIF5A" "eukaryotic translation initiation factor 5A-1" "Bos taurus" "9913" "eIF5A" "2" "3"
"KRT81" "Q148H4" "KRT81" "Keratin. type II cuticular Hb1" "Bos taurus" "9913" "KRT81" "2" "1"
"HNRNPK" "Q3T0D0" "HNRNPK" "Heterogeneous nuclear ribonucleoprotein K" "Bos taurus" "9913" "HNRNPK" "2" "1"
"PGK2" "P07205" "PGK2" "Phosphoglycerate kinase 2" "Homo sapiens" "9606" "PGK2" "1" "3"
"B4GALT1" "P08037" "B4GALT1" "Beta-1.4-galactosyltransferase 1" "Bos taurus" "9913" "B4GALT1" "1" "3"
"PSMA7" "Q3ZBG0" "PSMA7" "Proteasome subunit alpha type-7" "Bos taurus" "9913" "PSMA7" "1" "1"
"ARF4" "Q3SZF2" "ARF4" "ADP-ribosylation factor 4" "Bos taurus" "9913" "ARF4" "2" "3"
"ACe" "P12820" "ACe" "Angiotensin-converting enzyme" "Bos taurus" "9913" "ACe" "1" "3"
"TG" "P01267" "TG" "Thyroglobulin" "Bos taurus" "9913" "TG" "1" "1"
"H2A1" "P0C0S9" "H2A1" "Histone H2A type 1" "Bos taurus" "9913" NA "1" "2"
"H2AJ" "Q3ZBX9" "H2AJ" "Histone H2A.J" "Bos taurus" "9913" "H2AJ" "2" "1"
"H2AC20" "A1A4R1" "H2AC20" "Histone H2A type 2-C" "Bos taurus" "9913" "H2AC20" "2" "1"
"IGFBP6" "Q05718" "IGFBP6" "Insulin-like growth factor-binding protein 6" "Bos taurus" "9913" "IGFBP6" "2" "2"
"TUBB2B" "Q6B856" "TUBB2B" "Tubulin beta-2B chain" "Bos taurus" "9913" "TUBB2B" "1" "2"
"AHNAK" "Q09666" "AHNAK" "Neuroblast differentiation-associated protein AHNAK" "Homo sapiens" "9606" "AHNAK" "1" "2"
"PReLID1" "Q32KN9" "PReLID1" "PReLI domain-containing protein 1. mitochondrial" "Bos taurus" "9913" "PReLID1" "2" "1"
"TGM3" "A6QP57" "TGM3" "Protein-glutamine gamma-glutamyltransferase e" "Bos taurus" "9913" "TGM3" "2" "1"
"SULT1e1" "P19217" "SULT1e1" "Sulfotransferase 1e1" "Bos taurus" "9913" "SULT1e1" "1" "1"
"NACA" "Q5e9A1" "NACA" "Nascent polypeptide-associated complex subunit alpha" "Bos taurus" "9913" "NACA" "1" "1"
"IGLC2" "P0DOY2" "IGLC2" "Immunoglobulin lambda constant 2" "Homo sapiens" "9606" "IGLC2" "1" "1"
"P80209" "P80209" "P80209" "Cathepsin D" "Bos taurus" "9913" "CTSD" "1" "2"
"P02656" "P02656" "P02656" "Apolipoprotein C-III" "Homo sapiens" "9606" "APOC3" "1" "1"
"ACO2" "P20004" "ACO2" "Aconitate hydratase. mitochondrial" "Bos taurus" "9913" "ACO2" "1" "4"
"eIF4A2" "Q3SZ65" "eIF4A2" "eukaryotic initiation factor 4A-II" "Bos taurus" "9913" "eIF4A2" "2" "1"
"K2C4" "P04260" "K2C4" "Keratin. type II cytoskeletal 59 kDa. component IV (Fragment)" "Bos taurus" "9913" NA "2" "1"
"MPV17L" "Q2KIK2" "MPV17L" "Mpv17-like protein" "Bos taurus" "9913" "MPV17L" "2" "1"
"P02763" "P02763" "P02763" "Alpha-1-acid glycoprotein 1" "Homo sapiens" "9606" "ORM1" "1" "2"
"ASL" "Q3SZJ0" "ASL" "Argininosuccinate lyase" "Bos taurus" "9913" "ASL" "2" "1"
"Q9UNP9" "Q9UNP9" "Q9UNP9" "Peptidyl-prolyl cis-trans isomerase e" "Homo sapiens" "9606" "PPIe" "1" "1"
"PNP" "P55859" "PNP" "Purine nucleoside phosphorylase" "Bos taurus" "9913" "PNP" "1" "3"
"SAMD5" "Q09YL6" "SAMD5" "Sterile alpha motif domain-containing protein 5" "Bos taurus" "9913" "SAMD5" "3" "1"
"SFN" "Q0VC36" "SFN" "14-3-3 protein sigma" "Bos taurus" "9913" "SFN" "2" "1"
"SLC35A2" "Q58DA6" "SLC35A2" "UDP-galactose translocator" "Bos taurus" "9913" "SLC35A2" "2" "1"
"CHRNA5" "Q8SPU7" "CHRNA5" "Neuronal acetylcholine receptor subunit alpha-5" "Bos taurus" "9913" "CHRNA5" "2" "1"
"CKB" "Q5eA61" "CKB" "Creatine kinase B-type" "Bos taurus" "9913" "CKB" "1" "1"
"RPS7" "A6H769" "RPS7" "Small ribosomal subunit protein eS7" "Bos taurus" "9913" "RPS7" "1" "1"
"YBX1" "P67808" "YBX1" "Y-box-binding protein 1" "Bos taurus" "9913" "YBX1" "2" "3"
"RPL9" "Q3SYR7" "RPL9" "Large ribosomal subunit protein uL6" "Bos taurus" "9913" "RPL9" "2" "1"
"HSPB1" "Q3T149" "HSPB1" "Heat shock protein beta-1" "Bos taurus" "9913" "HSPB1" "2" "1"
"TUBA1D" "Q2HJ86" "TUBA1D" "Tubulin alpha-1D chain" "Bos taurus" "9913" "TUBA1D" "1" "1"
"P36955" "P36955" "P36955" "Pigment epithelium-derived factor" "Homo sapiens" "9606" "SeRPINF1" "1" "4"
"PGAM2" "Q32KV0" "PGAM2" "Phosphoglycerate mutase 2" "Bos taurus" "9913" "PGAM2" "2" "1"
"FABP5" "P55052" "FABP5" "Fatty acid-binding protein 5" "Bos taurus" "9913" "FABP5" "1" "4"
"DSTN" "Q5e9D5" "DSTN" "Destrin" "Bos taurus" "9913" "DSTN" "2" "3"
"TCP1" "Q32L40" "TCP1" "T-complex protein 1 subunit alpha" "Bos taurus" "9913" "TCP1" "1" "1"
"ARF2" "P84081" "ARF2" "ADP-ribosylation factor 2" "Bos taurus" "9913" "ARF2" "2" "1"
"RPS27A" "P62992" "RPS27A" "Ubiquitin-ribosomal protein eS31 fusion protein" "Bos taurus" "9913" "RPS27A" "1" "2"
"RPS3" "Q3T169" "RPS3" "Small ribosomal subunit protein uS3" "Bos taurus" "9913" "RPS3" "2" "1"
"DYNLL1" "P61285" "DYNLL1" "Dynein light chain 1. cytoplasmic" "Bos taurus" "9913" "DYNLL1" "1" "1"
"IDe" "Q24K02" "IDe" "Insulin-degrading enzyme" "Bos taurus" "9913" "IDe" "2" "1"
"ZP4" "Q9BH11" "ZP4" "Zona pellucida sperm-binding protein 4" "Bos taurus" "9913" "ZP4" "1" "2"
"RPS10" "Q3T0F4" "RPS10" "Small ribosomal subunit protein eS10" "Bos taurus" "9913" "RPS10" "2" "1"
"CCDC106" "Q1LZ89" "CCDC106" "Coiled-coil domain-containing protein 106" "Bos taurus" "9913" "CCDC106" "2" "1"
"SePTIN6" "Q3SZN0" "SePTIN6" "Septin-6" "Bos taurus" "9913" "SePTIN6" "2" "1"
"P62937" "P62937" "P62937" "Peptidyl-prolyl cis-trans isomerase A" "Homo sapiens" "9606" "PPIA" "1" "2"
"CTSL" "P25975" "CTSL" "Procathepsin L" "Bos taurus" "9913" "CTSL" "1" "3"
"HPD" "Q5eA20" "HPD" "4-hydroxyphenylpyruvate dioxygenase" "Bos taurus" "9913" "HPD" "2" "3"
"UBA1" "A3KMV5" "UBA1" "Ubiquitin-like modifier-activating enzyme 1" "Bos taurus" "9913" "UBA1" "2" "1"
"CPB1" "P15086" "CPB1" "Carboxypeptidase B" "Homo sapiens" "9606" "CPB1" "1" "4"
"GPR39" "Reverse_sp|B4XF06|GPR39_BOVIN" "GPR39" "G-protein coupled receptor 39" "Bos taurus" "9913" "GPR39" "2" "1"
"PLS1" "A6H742" "PLS1" "Plastin-1" "Bos taurus" "9913" "PLS1" "2" "1"
"KRT25" "Q0P5J4" "KRT25" "Keratin. type I cytoskeletal 25" "Bos taurus" "9913" "KRT25" "2" "1"
"ASS1" "P14568" "ASS1" "Argininosuccinate synthase" "Bos taurus" "9913" "ASS1" "2" "1"
"GSTM1" "Q9N0V4" "GSTM1" "Glutathione S-transferase Mu 1" "Bos taurus" "9913" "GSTM1" "1" "3"
"ARG1" "Q2KJ64" "ARG1" "Arginase-1" "Bos taurus" "9913" "ARG1" "2" "1"
"WDR1" "Q2KJH4" "WDR1" "WD repeat-containing protein 1" "Bos taurus" "9913" "WDR1" "2" "3"
"MYLK" "Q28824" "MYLK" "Myosin light chain kinase. smooth muscle" "Bos taurus" "9913" "MYLK" "1" "1"
"TTL" "P38584" "TTL" "Tubulin--tyrosine ligase" "Bos taurus" "9913" "TTL" "1" "1"
"LGB" "P02754" "LGB" "Beta-lactoglobulin" "Bos taurus" "9913" "LGB" "1" "3"
"H2AZ2" "Q32LA7" "H2AZ2" "Histone H2A.V" "Bos taurus" "9913" "H2AZ2" "2" "3"
"KRT86" "O43790" "KRT86" "Keratin. type II cuticular Hb6" "Homo sapiens" "9606" "KRT86" "1" "1"
"TPM3" "Q5KR47" "TPM3" "Tropomyosin alpha-3 chain" "Bos taurus" "9913" "TPM3" "2" "1"
"HSPA2" "P34933" "HSPA2" "Heat shock-related 70 kDa protein 2" "Bos taurus" "9913" "HSPA2" "2" "2"
"H2AZ1" "P0C0S4" "H2AZ1" "Histone H2A.Z" "Bos taurus" "9913" "H2AZ1" "1" "2"
"PLA2G2A" "Q56JZ2" "PLA2G2A" "Phospholipase A2. membrane associated" "Bos taurus" "9913" "PLA2G2A" "2" "1"
"CAPN1" "Q27970" "CAPN1" "Calpain-1 catalytic subunit" "Bos taurus" "9913" "CAPN1" "1" "3"
"CCT6A" "Q3MHL7" "CCT6A" "T-complex protein 1 subunit zeta" "Bos taurus" "9913" "CCT6A" "1" "3"
"QDPR" "Q3T0Z7" "QDPR" "Dihydropteridine reductase" "Bos taurus" "9913" "QDPR" "2" "1"
"GPX3" "P37141" "GPX3" "Glutathione peroxidase 3" "Bos taurus" "9913" "GPX3" "2" "2"
"KCNN2" "Q9H2S1" "KCNN2" "Small conductance calcium-activated potassium channel protein 2" "Homo sapiens" "9606" "KCNN2" "1" "2"
"COTL1" "Q2HJ57" "COTL1" "Coactosin-like protein" "Bos taurus" "9913" "COTL1" "2" "3"
"SePTIN8" "Q0VCP4" "SePTIN8" "Septin-8" "Bos taurus" "9913" "SePTIN8" "2" "3"
"ACO1" "Q0VCU1" "ACO1" "Cytoplasmic aconitate hydratase" "Bos taurus" "9913" "ACO1" "2" "1"
"PYGM" "P79334" "PYGM" "Glycogen phosphorylase. muscle form" "Bos taurus" "9913" "PYGM" "1" "3"
"eIF4A1" "Q3SZ54" "eIF4A1" "eukaryotic initiation factor 4A-I" "Bos taurus" "9913" "eIF4A1" "2" "1"
"MSN" "Q2HJ49" "MSN" "Moesin" "Bos taurus" "9913" "MSN" "2" "3"
"PHGDH" "Q5eAD2" "PHGDH" "D-3-phosphoglycerate dehydrogenase" "Bos taurus" "9913" "PHGDH" "2" "3"
"eZR" "P31976" "eZR" "ezrin" "Bos taurus" "9913" "eZR" "1" "2"
"eHD1" "Q5e9R3" "eHD1" "eH domain-containing protein 1" "Bos taurus" "9913" "eHD1" "1" "1"
"P05786" "P05786" "P05786" "Keratin. type II cytoskeletal 8" "Bos taurus" "9913" "KRT8" "2" "3"
"PYGB" "Q3B7M9" "PYGB" "Glycogen phosphorylase. brain form" "Bos taurus" "9913" "PYGB" "2" "3"
"C8A" "P07357" "C8A" "Complement component C8 alpha chain" "Homo sapiens" "9606" "C8A" "1" "2"
"CTSV" "Q5e998" "CTSV" "Cathepsin L2" "Bos taurus" "9913" "CTSV" "2" "1"
"GPI" "Q3ZBD7" "GPI" "Glucose-6-phosphate isomerase" "Bos taurus" "9913" "GPI" "2" "4"
"HSPA13" "Q2TBX4" "HSPA13" "Heat shock 70 kDa protein 13" "Bos taurus" "9913" "HSPA13" "2" "1"
"PRKAR1A" "P00514" "PRKAR1A" "cAMP-dependent protein kinase type I-alpha regulatory subunit" "Bos taurus" "9913" "PRKAR1A" "1" "2"
"PDIA3" "P38657" "PDIA3" "Protein disulfide-isomerase A3" "Bos taurus" "9913" "PDIA3" "2" "1"
"UNC50" "Q3ZBG6" "UNC50" "Protein unc-50 homolog" "Bos taurus" "9913" "UNC50" "2" "1"
"eXT1" "A5D7I4" "eXT1" "exostosin-1" "Bos taurus" "9913" "eXT1" "2" "1"
"LIPF" "Q29458" "LIPF" "Gastric triacylglycerol lipase" "Bos taurus" "9913" "LIPF" "1" "1"
"RAB8A" "A4FV54" "RAB8A" "Ras-related protein Rab-8A" "Bos taurus" "9913" "RAB8A" "2" "1"
"PLS3" "A7e3Q8" "PLS3" "Plastin-3" "Bos taurus" "9913" "PLS3" "2" "1"
"F12" "P98140" "F12" "Coagulation factor XII" "Bos taurus" "9913" "F12" "1" "2"
"RPS16" "Q3T0X6" "RPS16" "Small ribosomal subunit protein uS9" "Bos taurus" "9913" "RPS16" "1" "3"
"ARF1" "P84080" "ARF1" "ADP-ribosylation factor 1" "Bos taurus" "9913" "ARF1" "1" "2"
"ALDH1A1" "Reverse_sp|P48644|AL1A1_BOVIN" "ALDH1A1" "Aldehyde dehydrogenase 1A1" "Bos taurus" "9913" "ALDH1A1" "1" "3"
"ARF3" "Q5e9I6" "ARF3" "ADP-ribosylation factor 3" "Bos taurus" "9913" "ARF3" "2" "3"
"F7" "P22457" "F7" "Coagulation factor VII" "Bos taurus" "9913" "F7" "1" "2"
"AOC3" "Q9TTK6" "AOC3" "Membrane primary amine oxidase" "Bos taurus" "9913" "AOC3" "2" "3"
"GALK1" "A6H768" "GALK1" "Galactokinase" "Bos taurus" "9913" "GALK1" "2" "2"
"FTH1" "O46414" "FTH1" "Ferritin heavy chain" "Bos taurus" "9913" "FTH1" "1" "3"
"P00732" "P00732" "P00732" "Carboxypeptidase B" "Bos taurus" "9913" "CPB1" "1" "2"
"ACHe" "P23795" "ACHe" "Acetylcholinesterase" "Bos taurus" "9913" "ACHe" "1" "2"
"IGHV5-10-1" "A0A0J9YXX1" "IGHV5-10-1" "Immunoglobulin heavy variable 5-10-1" "Homo sapiens" "9606" "IGHV5-10-1" "3" "1"
"CCDC25" "Q3SZX8" "CCDC25" "Coiled-coil domain-containing protein 25" "Bos taurus" "9913" "CCDC25" "2" "1"
"IGHV3-49" "A0A0A0MS15" "IGHV3-49" "Immunoglobulin heavy variable 3-49" "Homo sapiens" "9606" "IGHV3-49" "3" "1"
"YWHAG" "P68252" "YWHAG" "14-3-3 protein gamma" "Bos taurus" "9913" "YWHAG" "1" "2"
"CPLX2" "P84088" "CPLX2" "Complexin-2" "Bos taurus" "9913" "CPLX2" "1" "1"
"NAP1L1" "A6H767" "NAP1L1" "Nucleosome assembly protein 1-like 1" "Bos taurus" "9913" "NAP1L1" "2" "1"
"UBe2M" "A3KN22" "UBe2M" "NeDD8-conjugating enzyme Ubc12" "Bos taurus" "9913" "UBe2M" "2" "1"
"VASP" "Q2TA49" "VASP" "Vasodilator-stimulated phosphoprotein" "Bos taurus" "9913" "VASP" "2" "3"
"C5" "P01031" "C5" "Complement C5" "Homo sapiens" "9606" "C5" "1" "4"
"MAP4" "P36225" "MAP4" "Microtubule-associated protein 4" "Bos taurus" "9913" "MAP4" "1" "1"
"CP" "P00450" "CP" "Ceruloplasmin" "Homo sapiens" "9606" "CP" "1" "1"
"THBS2" "Q95116" "THBS2" "Thrombospondin-2" "Bos taurus" "9913" "THBS2" "2" "2"
"IGKV1-27" "A0A075B6S5" "IGKV1-27" "Immunoglobulin kappa variable 1-27" "Homo sapiens" "9606" "IGKV1-27" "3" "1"
"KRT84" "Q9NSB2" "KRT84" "Keratin. type II cuticular Hb4" "Homo sapiens" "9606" "KRT84" "2" "2"
"APOC2" "P19034" "APOC2" "Apolipoprotein C-II" "Bos taurus" "9913" "APOC2" "1" "2"
"SPON1" "Q9GLX9" "SPON1" "Spondin-1" "Bos taurus" "9913" "SPON1" "1" "1"
"P68871" "P68871" "P68871" "Hemoglobin subunit beta" "Homo sapiens" "9606" "HBB" "1" "2"
"TUBB4A" "Q3ZBU7" "TUBB4A" "Tubulin beta-4A chain" "Bos taurus" "9913" "TUBB4A" "1" "1"
"IGF2" "P07456" "IGF2" "Insulin-like growth factor II" "Bos taurus" "9913" "IGF2" "1" "4"
"H2BC26" "Q8N257" "H2BC26" "Histone H2B type 3-B" "Homo sapiens" "9606" "H2BC26" "1" "3"
"CALML3" "P27482" "CALML3" "Calmodulin-like protein 3" "Homo sapiens" "9606" "CALML3" "1" "2"
"FeM1C" "A7MB89" "FeM1C" "Protein fem-1 homolog C" "Bos taurus" "9913" "FeM1C" "2" "1"
"STeeP1" "Q3T197" "STeeP1" "STING eR exit protein" "Bos taurus" "9913" "STeeP1" "2" "1"
"TIe1" "Q06805" "TIe1" "Tyrosine-protein kinase receptor Tie-1" "Bos taurus" "9913" "TIe1" "2" "1"
"GDI1" "P21856" "GDI1" "Rab GDP dissociation inhibitor alpha" "Bos taurus" "9913" "GDI1" "1" "1"
"FAH" "A5PKH3" "FAH" "Fumarylacetoacetase" "Bos taurus" "9913" "FAH" "2" "1"
"SMPD1" "Q0VD19" "SMPD1" "Sphingomyelin phosphodiesterase" "Bos taurus" "9913" "SMPD1" "2" "1"
"TKT" "Q6B855" "TKT" "Transketolase" "Bos taurus" "9913" "TKT" "2" "1"
"DNM1L" "Q2KIA5" "DNM1L" "Dynamin-1-like protein" "Bos taurus" "9913" "DNM1L" "2" "1"
"ACP3" "A6H730" "ACP3" "Prostatic acid phosphatase" "Bos taurus" "9913" "ACP3" "2" "1"
"CCT4" "Q2T9X2" "CCT4" "T-complex protein 1 subunit delta" "Bos taurus" "9913" "CCT4" "1" "3"
"GALM" "Q5eA79" "GALM" "Galactose mutarotase" "Bos taurus" "9913" "GALM" "2" "1"
"eXT2" "O77783" "eXT2" "exostosin-2" "Bos taurus" "9913" "eXT2" "1" "1"
"O43707" "O43707" "O43707" "Alpha-actinin-4" "Homo sapiens" "9606" "ACTN4" "1" "2"
"eNPP2" "A1A4K5" "eNPP2" "ectonucleotide pyrophosphatase/phosphodiesterase family member 2" "Bos taurus" "9913" "eNPP2" "1" "1"
"PRKACB" "P05131" "PRKACB" "cAMP-dependent protein kinase catalytic subunit beta" "Bos taurus" "9913" "PRKACB" "1" "2"
"USO1" "P41541" "USO1" "General vesicular transport factor p115" "Bos taurus" "9913" "USO1" "1" "1"
"ANKRD54" "Q1LZC5" "ANKRD54" "Ankyrin repeat domain-containing protein 54" "Bos taurus" "9913" "ANKRD54" "2" "1"
"OIT3" "Q29RU2" "OIT3" "Oncoprotein-induced transcript 3 protein" "Bos taurus" "9913" "OIT3" "2" "1"
"PSMD5" "Q16401" "PSMD5" "26S proteasome non-ATPase regulatory subunit 5" "Homo sapiens" "9606" "PSMD5" "1" "3"
"OLFML3" "Q0VCP3" "OLFML3" "Olfactomedin-like protein 3" "Bos taurus" "9913" "OLFML3" "2" "1"
"PSMA6" "Q2YDe4" "PSMA6" "Proteasome subunit alpha type-6" "Bos taurus" "9913" "PSMA6" "1" "1"
"PGFS1" "P05980" "PGFS1" "Prostaglandin F synthase 1" "Bos taurus" "9913" NA "1" "3"
"UGP2" "Q07130" "UGP2" "UTP--glucose-1-phosphate uridylyltransferase" "Bos taurus" "9913" "UGP2" "1" "2"
"AKR1B1" "P16116" "AKR1B1" "Aldo-keto reductase family 1 member B1" "Bos taurus" "9913" "AKR1B1" "1" "2"
"MSRA" "P54149" "MSRA" "Mitochondrial peptide methionine sulfoxide reductase" "Bos taurus" "9913" "MSRA" "1" "2"
"C1S" "Q0VCX1" "C1S" "Complement C1s subcomponent" "Bos taurus" "9913" "C1S" "2" "2"
"P09210" "P09210" "P09210" "Glutathione S-transferase A2" "Homo sapiens" "9606" "GSTA2" "1" "4"
"HBe2" "P06642" "HBe2" "Hemoglobin subunit epsilon-2" "Bos taurus" "9913" "HBe2" "2" "2"
"AOCX" "Q29437" "AOCX" "Primary amine oxidase. liver isozyme" "Bos taurus" "9913" NA "1" "1"
"FAP" "A5D7B7" "FAP" "Prolyl endopeptidase FAP" "Bos taurus" "9913" "FAP" "1" "1"
"CAPZA1" "A4FUA8" "CAPZA1" "F-actin-capping protein subunit alpha-1" "Bos taurus" "9913" "CAPZA1" "2" "1"
"PAFAH1B2P68402" "P68401" "PAFAH1B2P68402" "Platelet-activating factor acetylhydrolase IB subunit alpha2" "Bos taurus" "9913" "PAFAH1B2P68402" "1" "1"
"eLAC1" "Q29RY4" "eLAC1" "Zinc phosphodiesterase eLAC protein 1" "Bos taurus" "9913" "eLAC1" "2" "1"
"RASA1" "P09851" "RASA1" "Ras GTPase-activating protein 1" "Bos taurus" "9913" "RASA1" "1" "1"
"THAP9" "Reverse_sp|Q9H5L6|THAP9_HUMAN" "THAP9" "DNA transposase THAP9" "Homo sapiens" "9606" "THAP9" "1" "2"
"FANCD2OS" "Q32KZ5" "FANCD2OS" "FANCD2 opposite strand protein" "Bos taurus" "9913" "FANCD2OS" "2" "1"
"KRT40" "A7YWM2" "KRT40" "Keratin. type I cytoskeletal 40" "Bos taurus" "9913" "KRT40" "2" "1"
"CCN2" "O18739" "CCN2" "CCN family member 2" "Bos taurus" "9913" "CCN2" "2" "2"
"CASP14" "P31944" "CASP14" "Caspase-14" "Homo sapiens" "9606" "CASP14" "1" "2"
"SeRPINA3-3" "Q3ZeJ6" "SeRPINA3-3" "Serpin A3-3" "Bos taurus" "9913" "SeRPINA3-3" "1" "2"
"TUBB6" "Q2HJ81" "TUBB6" "Tubulin beta-6 chain" "Bos taurus" "9913" "TUBB6" "1" "1"
"DLC1" "A7e300" "DLC1" "Rho GTPase-activating protein 7" "Bos taurus" "9913" "DLC1" "2" "1"
"CLP1" "A2Ve01" "CLP1" "Polyribonucleotide 5'-hydroxyl-kinase Clp1" "Bos taurus" "9913" "CLP1" "2" "1"
"P05089" "P05089" "P05089" "Arginase-1" "Homo sapiens" "9606" "ARG1" "1" "2"
"NMI" "Q3ZCL3" "NMI" "N-myc-interactor" "Bos taurus" "9913" "NMI" "2" "1"
"YWHAH" "P68509" "YWHAH" "14-3-3 protein eta" "Bos taurus" "9913" "YWHAH" "1" "2"
"CGN1" "P23805" "CGN1" "Conglutinin" "Bos taurus" "9913" "CGN1" "1" "2"
"LZTFL1" "Q3ZBL4" "LZTFL1" "Leucine zipper transcription factor-like protein 1" "Bos taurus" "9913" "LZTFL1" "2" "1"
"MDM4" "Q2HJ21" "MDM4" "Protein Mdm4" "Bos taurus" "9913" "MDM4" "2" "1"
